id	hhno	day	dow	jttours	phtours	fhtours	hdexpfac
225500	225500	1	0	0	0	0	500
150500	150500	1	0	0	0	0	500
500	500	1	0	0	0	0	500
375500	375500	1	0	0	0	0	500
300500	300500	1	0	0	0	0	500
526000	526000	1	0	0	0	0	500
376000	376000	1	0	0	0	0	500
226000	226000	1	0	0	0	0	500
75500	75500	1	0	0	0	0	500
151000	151000	1	0	0	0	0	500
301000	301000	1	0	0	0	0	500
226500	226500	1	0	0	0	0	500
1000	1000	1	0	0	0	0	500
151500	151500	1	0	0	0	0	500
152000	152000	1	0	0	0	0	500
76000	76000	1	0	0	0	0	500
450500	450500	1	0	0	0	0	500
227000	227000	1	0	0	0	0	500
451000	451000	1	0	0	0	0	500
526500	526500	1	0	0	0	0	500
152500	152500	1	0	0	0	0	500
527000	527000	1	0	0	0	0	500
451500	451500	1	0	0	0	0	500
227500	227500	1	0	0	0	0	500
228000	228000	1	0	0	0	0	500
301500	301500	1	0	0	0	0	500
452000	452000	1	0	0	0	0	500
76500	76500	1	0	0	0	0	500
452500	452500	1	0	0	0	0	500
77000	77000	1	0	0	0	0	500
228500	228500	1	0	0	0	0	500
1500	1500	1	0	0	0	0	500
376500	376500	1	0	0	0	0	500
302000	302000	1	0	0	0	0	500
153000	153000	1	0	0	0	0	500
453000	453000	1	0	0	0	0	500
77500	77500	1	0	0	0	0	500
229000	229000	1	0	0	0	0	500
153500	153500	1	0	0	0	0	500
2000	2000	1	0	0	0	0	500
453500	453500	1	0	0	0	0	500
78000	78000	1	0	0	0	0	500
78500	78500	1	0	0	0	0	500
377000	377000	1	0	0	0	0	500
2500	2500	1	0	0	0	0	500
454000	454000	1	0	0	0	0	500
302500	302500	1	0	0	0	0	500
3000	3000	1	0	0	0	0	500
229500	229500	1	0	0	0	0	500
527500	527500	1	0	0	0	0	500
79000	79000	1	0	0	0	0	500
528000	528000	1	0	0	0	0	500
303000	303000	1	0	0	0	0	500
230000	230000	1	0	0	0	0	500
154000	154000	1	0	0	0	0	500
230500	230500	1	0	0	0	0	500
528500	528500	1	0	0	0	0	500
377500	377500	1	0	0	0	0	500
3500	3500	1	0	0	0	0	500
231000	231000	1	0	0	0	0	500
529000	529000	1	0	0	0	0	500
529500	529500	1	0	0	0	0	500
303500	303500	1	0	0	0	0	500
4000	4000	1	0	0	0	0	500
154500	154500	1	0	0	0	0	500
454500	454500	1	0	0	0	0	500
79500	79500	1	0	0	0	0	500
530000	530000	1	0	0	0	0	500
378000	378000	1	0	0	0	0	500
4500	4500	1	0	0	0	0	500
530500	530500	1	0	0	0	0	500
155000	155000	1	0	0	0	0	500
5000	5000	1	0	0	0	0	500
378500	378500	1	0	0	0	0	500
80000	80000	1	0	0	0	0	500
455000	455000	1	0	0	0	0	500
155500	155500	1	0	0	0	0	500
304000	304000	1	0	0	0	0	500
379000	379000	1	0	0	0	0	500
379500	379500	1	0	0	0	0	500
531000	531000	1	0	0	0	0	500
5500	5500	1	0	0	0	0	500
80500	80500	1	0	0	0	0	500
380000	380000	1	0	0	0	0	500
231500	231500	1	0	0	0	0	500
455500	455500	1	0	0	0	0	500
456000	456000	1	0	0	0	0	500
156000	156000	1	0	0	0	0	500
380500	380500	1	0	0	0	0	500
381000	381000	1	0	0	0	0	500
232000	232000	1	0	0	0	0	500
232500	232500	1	0	0	0	0	500
81000	81000	1	0	0	0	0	500
381500	381500	1	0	0	0	0	500
304500	304500	1	0	0	0	0	500
233000	233000	1	0	0	0	0	500
531500	531500	1	0	0	0	0	500
156500	156500	1	0	0	0	0	500
6000	6000	1	0	0	0	0	500
157000	157000	1	0	0	0	0	500
157500	157500	1	0	0	0	0	500
6500	6500	1	0	0	0	0	500
81500	81500	1	0	0	0	0	500
456500	456500	1	0	0	0	0	500
233500	233500	1	0	0	0	0	500
82000	82000	1	0	0	0	0	500
234000	234000	1	0	0	0	0	500
158000	158000	1	0	0	0	0	500
457000	457000	1	0	0	0	0	500
305000	305000	1	0	0	0	0	500
7000	7000	1	0	0	0	0	500
305500	305500	1	0	0	0	0	500
532000	532000	1	0	0	0	0	500
306000	306000	1	0	0	0	0	500
234500	234500	1	0	0	0	0	500
158500	158500	1	0	0	0	0	500
7500	7500	1	0	0	0	0	500
82500	82500	1	0	0	0	0	500
457500	457500	1	0	0	0	0	500
306500	306500	1	0	0	0	0	500
8000	8000	1	0	0	0	0	500
159000	159000	1	0	0	0	0	500
159500	159500	1	0	0	0	0	500
235000	235000	1	0	0	0	0	500
8500	8500	1	0	0	0	0	500
532500	532500	1	0	0	0	0	500
160000	160000	1	0	0	0	0	500
160500	160500	1	0	0	0	0	500
382000	382000	1	0	0	0	0	500
235500	235500	1	0	0	0	0	500
307000	307000	1	0	0	0	0	500
458000	458000	1	0	0	0	0	500
533000	533000	1	0	0	0	0	500
83000	83000	1	0	0	0	0	500
236000	236000	1	0	0	0	0	500
382500	382500	1	0	0	0	0	500
458500	458500	1	0	0	0	0	500
83500	83500	1	0	0	0	0	500
9000	9000	1	0	0	0	0	500
84000	84000	1	0	0	0	0	500
9500	9500	1	0	0	0	0	500
383000	383000	1	0	0	0	0	500
161000	161000	1	0	0	0	0	500
533500	533500	1	0	0	0	0	500
383500	383500	1	0	0	0	0	500
307500	307500	1	0	0	0	0	500
459000	459000	1	0	0	0	0	500
236500	236500	1	0	0	0	0	500
10000	10000	1	0	0	0	0	500
84500	84500	1	0	0	0	0	500
161500	161500	1	0	0	0	0	500
459500	459500	1	0	0	0	0	500
460000	460000	1	0	0	0	0	500
534000	534000	1	0	0	0	0	500
237000	237000	1	0	0	0	0	500
162000	162000	1	0	0	0	0	500
10500	10500	1	0	0	0	0	500
460500	460500	1	0	0	0	0	500
534500	534500	1	0	0	0	0	500
11000	11000	1	0	0	0	0	500
384000	384000	1	0	0	0	0	500
461000	461000	1	0	0	0	0	500
11500	11500	1	0	0	0	0	500
535000	535000	1	0	0	0	0	500
237500	237500	1	0	0	0	0	500
384500	384500	1	0	0	0	0	500
162500	162500	1	0	0	0	0	500
461500	461500	1	0	0	0	0	500
308000	308000	1	0	0	0	0	500
12000	12000	1	0	0	0	0	500
462000	462000	1	0	0	0	0	500
12500	12500	1	0	0	0	0	500
535500	535500	1	0	0	0	0	500
308500	308500	1	0	0	0	0	500
536000	536000	1	0	0	0	0	500
536500	536500	1	0	0	0	0	500
163000	163000	1	0	0	0	0	500
13000	13000	1	0	0	0	0	500
462500	462500	1	0	0	0	0	500
537000	537000	1	0	0	0	0	500
238000	238000	1	0	0	0	0	500
85000	85000	1	0	0	0	0	500
309000	309000	1	0	0	0	0	500
85500	85500	1	0	0	0	0	500
86000	86000	1	0	0	0	0	500
163500	163500	1	0	0	0	0	500
385000	385000	1	0	0	0	0	500
537500	537500	1	0	0	0	0	500
238500	238500	1	0	0	0	0	500
13500	13500	1	0	0	0	0	500
463000	463000	1	0	0	0	0	500
538000	538000	1	0	0	0	0	500
14000	14000	1	0	0	0	0	500
86500	86500	1	0	0	0	0	500
164000	164000	1	0	0	0	0	500
309500	309500	1	0	0	0	0	500
164500	164500	1	0	0	0	0	500
310000	310000	1	0	0	0	0	500
385500	385500	1	0	0	0	0	500
165000	165000	1	0	0	0	0	500
14500	14500	1	0	0	0	0	500
538500	538500	1	0	0	0	0	500
463500	463500	1	0	0	0	0	500
87000	87000	1	0	0	0	0	500
310500	310500	1	0	0	0	0	500
464000	464000	1	0	0	0	0	500
464500	464500	1	0	0	0	0	500
465000	465000	1	0	0	0	0	500
165500	165500	1	0	0	0	0	500
465500	465500	1	0	0	0	0	500
386000	386000	1	0	0	0	0	500
87500	87500	1	0	0	0	0	500
239000	239000	1	0	0	0	0	500
311000	311000	1	0	0	0	0	500
311500	311500	1	0	0	0	0	500
539000	539000	1	0	0	0	0	500
386500	386500	1	0	0	0	0	500
15000	15000	1	0	0	0	0	500
166000	166000	1	0	0	0	0	500
312000	312000	1	0	0	0	0	500
387000	387000	1	0	0	0	0	500
466000	466000	1	0	0	0	0	500
166500	166500	1	0	0	0	0	500
387500	387500	1	0	0	0	0	500
312500	312500	1	0	0	0	0	500
313000	313000	1	0	0	0	0	500
88000	88000	1	0	0	0	0	500
388000	388000	1	0	0	0	0	500
88500	88500	1	0	0	0	0	500
15500	15500	1	0	0	0	0	500
466500	466500	1	0	0	0	0	500
313500	313500	1	0	0	0	0	500
239500	239500	1	0	0	0	0	500
167000	167000	1	0	0	0	0	500
388500	388500	1	0	0	0	0	500
467000	467000	1	0	0	0	0	500
240000	240000	1	0	0	0	0	500
539500	539500	1	0	0	0	0	500
314000	314000	1	0	0	0	0	500
240500	240500	1	0	0	0	0	500
16000	16000	1	0	0	0	0	500
314500	314500	1	0	0	0	0	500
389000	389000	1	0	0	0	0	500
89000	89000	1	0	0	0	0	500
315000	315000	1	0	0	0	0	500
540000	540000	1	0	0	0	0	500
540500	540500	1	0	0	0	0	500
467500	467500	1	0	0	0	0	500
315500	315500	1	0	0	0	0	500
89500	89500	1	0	0	0	0	500
16500	16500	1	0	0	0	0	500
167500	167500	1	0	0	0	0	500
468000	468000	1	0	0	0	0	500
389500	389500	1	0	0	0	0	500
316000	316000	1	0	0	0	0	500
17000	17000	1	0	0	0	0	500
90000	90000	1	0	0	0	0	500
468500	468500	1	0	0	0	0	500
541000	541000	1	0	0	0	0	500
316500	316500	1	0	0	0	0	500
168000	168000	1	0	0	0	0	500
469000	469000	1	0	0	0	0	500
168500	168500	1	0	0	0	0	500
90500	90500	1	0	0	0	0	500
317000	317000	1	0	0	0	0	500
390000	390000	1	0	0	0	0	500
541500	541500	1	0	0	0	0	500
390500	390500	1	0	0	0	0	500
469500	469500	1	0	0	0	0	500
391000	391000	1	0	0	0	0	500
241000	241000	1	0	0	0	0	500
17500	17500	1	0	0	0	0	500
91000	91000	1	0	0	0	0	500
391500	391500	1	0	0	0	0	500
542000	542000	1	0	0	0	0	500
169000	169000	1	0	0	0	0	500
392000	392000	1	0	0	0	0	500
241500	241500	1	0	0	0	0	500
470000	470000	1	0	0	0	0	500
392500	392500	1	0	0	0	0	500
18000	18000	1	0	0	0	0	500
470500	470500	1	0	0	0	0	500
91500	91500	1	0	0	0	0	500
317500	317500	1	0	0	0	0	500
242000	242000	1	0	0	0	0	500
471000	471000	1	0	0	0	0	500
393000	393000	1	0	0	0	0	500
242500	242500	1	0	0	0	0	500
393500	393500	1	0	0	0	0	500
169500	169500	1	0	0	0	0	500
542500	542500	1	0	0	0	0	500
92000	92000	1	0	0	0	0	500
394000	394000	1	0	0	0	0	500
318000	318000	1	0	0	0	0	500
92500	92500	1	0	0	0	0	500
170000	170000	1	0	0	0	0	500
243000	243000	1	0	0	0	0	500
18500	18500	1	0	0	0	0	500
394500	394500	1	0	0	0	0	500
243500	243500	1	0	0	0	0	500
471500	471500	1	0	0	0	0	500
543000	543000	1	0	0	0	0	500
170500	170500	1	0	0	0	0	500
318500	318500	1	0	0	0	0	500
395000	395000	1	0	0	0	0	500
319000	319000	1	0	0	0	0	500
472000	472000	1	0	0	0	0	500
19000	19000	1	0	0	0	0	500
543500	543500	1	0	0	0	0	500
93000	93000	1	0	0	0	0	500
395500	395500	1	0	0	0	0	500
244000	244000	1	0	0	0	0	500
319500	319500	1	0	0	0	0	500
171000	171000	1	0	0	0	0	500
396000	396000	1	0	0	0	0	500
396500	396500	1	0	0	0	0	500
171500	171500	1	0	0	0	0	500
544000	544000	1	0	0	0	0	500
172000	172000	1	0	0	0	0	500
93500	93500	1	0	0	0	0	500
320000	320000	1	0	0	0	0	500
544500	544500	1	0	0	0	0	500
244500	244500	1	0	0	0	0	500
397000	397000	1	0	0	0	0	500
19500	19500	1	0	0	0	0	500
397500	397500	1	0	0	0	0	500
94000	94000	1	0	0	0	0	500
320500	320500	1	0	0	0	0	500
321000	321000	1	0	0	0	0	500
172500	172500	1	0	0	0	0	500
545000	545000	1	0	0	0	0	500
94500	94500	1	0	0	0	0	500
173000	173000	1	0	0	0	0	500
321500	321500	1	0	0	0	0	500
20000	20000	1	0	0	0	0	500
173500	173500	1	0	0	0	0	500
545500	545500	1	0	0	0	0	500
398000	398000	1	0	0	0	0	500
322000	322000	1	0	0	0	0	500
546000	546000	1	0	0	0	0	500
20500	20500	1	0	0	0	0	500
174000	174000	1	0	0	0	0	500
472500	472500	1	0	0	0	0	500
95000	95000	1	0	0	0	0	500
322500	322500	1	0	0	0	0	500
473000	473000	1	0	0	0	0	500
174500	174500	1	0	0	0	0	500
21000	21000	1	0	0	0	0	500
546500	546500	1	0	0	0	0	500
245000	245000	1	0	0	0	0	500
175000	175000	1	0	0	0	0	500
398500	398500	1	0	0	0	0	500
547000	547000	1	0	0	0	0	500
245500	245500	1	0	0	0	0	500
323000	323000	1	0	0	0	0	500
21500	21500	1	0	0	0	0	500
547500	547500	1	0	0	0	0	500
399000	399000	1	0	0	0	0	500
22000	22000	1	0	0	0	0	500
95500	95500	1	0	0	0	0	500
473500	473500	1	0	0	0	0	500
474000	474000	1	0	0	0	0	500
175500	175500	1	0	0	0	0	500
323500	323500	1	0	0	0	0	500
324000	324000	1	0	0	0	0	500
22500	22500	1	0	0	0	0	500
176000	176000	1	0	0	0	0	500
548000	548000	1	0	0	0	0	500
96000	96000	1	0	0	0	0	500
176500	176500	1	0	0	0	0	500
246000	246000	1	0	0	0	0	500
96500	96500	1	0	0	0	0	500
548500	548500	1	0	0	0	0	500
324500	324500	1	0	0	0	0	500
474500	474500	1	0	0	0	0	500
97000	97000	1	0	0	0	0	500
549000	549000	1	0	0	0	0	500
246500	246500	1	0	0	0	0	500
475000	475000	1	0	0	0	0	500
23000	23000	1	0	0	0	0	500
177000	177000	1	0	0	0	0	500
549500	549500	1	0	0	0	0	500
550000	550000	1	0	0	0	0	500
399500	399500	1	0	0	0	0	500
247000	247000	1	0	0	0	0	500
97500	97500	1	0	0	0	0	500
325000	325000	1	0	0	0	0	500
177500	177500	1	0	0	0	0	500
400000	400000	1	0	0	0	0	500
475500	475500	1	0	0	0	0	500
550500	550500	1	0	0	0	0	500
247500	247500	1	0	0	0	0	500
325500	325500	1	0	0	0	0	500
248000	248000	1	0	0	0	0	500
23500	23500	1	0	0	0	0	500
551000	551000	1	0	0	0	0	500
98000	98000	1	0	0	0	0	500
178000	178000	1	0	0	0	0	500
248500	248500	1	0	0	0	0	500
98500	98500	1	0	0	0	0	500
400500	400500	1	0	0	0	0	500
401000	401000	1	0	0	0	0	500
99000	99000	1	0	0	0	0	500
326000	326000	1	0	0	0	0	500
551500	551500	1	0	0	0	0	500
178500	178500	1	0	0	0	0	500
476000	476000	1	0	0	0	0	500
179000	179000	1	0	0	0	0	500
24000	24000	1	0	0	0	0	500
552000	552000	1	0	0	0	0	500
476500	476500	1	0	0	0	0	500
249000	249000	1	0	0	0	0	500
477000	477000	1	0	0	0	0	500
401500	401500	1	0	0	0	0	500
179500	179500	1	0	0	0	0	500
402000	402000	1	0	0	0	0	500
180000	180000	1	0	0	0	0	500
477500	477500	1	0	0	0	0	500
402500	402500	1	0	0	0	0	500
180500	180500	1	0	0	0	0	500
99500	99500	1	0	0	0	0	500
100000	100000	1	0	0	0	0	500
326500	326500	1	0	0	0	0	500
552500	552500	1	0	0	0	0	500
403000	403000	1	0	0	0	0	500
249500	249500	1	0	0	0	0	500
100500	100500	1	0	0	0	0	500
553000	553000	1	0	0	0	0	500
327000	327000	1	0	0	0	0	500
101000	101000	1	0	0	0	0	500
553500	553500	1	0	0	0	0	500
250000	250000	1	0	0	0	0	500
24500	24500	1	0	0	0	0	500
478000	478000	1	0	0	0	0	500
101500	101500	1	0	0	0	0	500
403500	403500	1	0	0	0	0	500
250500	250500	1	0	0	0	0	500
25000	25000	1	0	0	0	0	500
181000	181000	1	0	0	0	0	500
181500	181500	1	0	0	0	0	500
327500	327500	1	0	0	0	0	500
554000	554000	1	0	0	0	0	500
182000	182000	1	0	0	0	0	500
251000	251000	1	0	0	0	0	500
25500	25500	1	0	0	0	0	500
478500	478500	1	0	0	0	0	500
102000	102000	1	0	0	0	0	500
554500	554500	1	0	0	0	0	500
251500	251500	1	0	0	0	0	500
26000	26000	1	0	0	0	0	500
182500	182500	1	0	0	0	0	500
183000	183000	1	0	0	0	0	500
555000	555000	1	0	0	0	0	500
328000	328000	1	0	0	0	0	500
102500	102500	1	0	0	0	0	500
479000	479000	1	0	0	0	0	500
404000	404000	1	0	0	0	0	500
555500	555500	1	0	0	0	0	500
183500	183500	1	0	0	0	0	500
556000	556000	1	0	0	0	0	500
404500	404500	1	0	0	0	0	500
26500	26500	1	0	0	0	0	500
328500	328500	1	0	0	0	0	500
252000	252000	1	0	0	0	0	500
556500	556500	1	0	0	0	0	500
184000	184000	1	0	0	0	0	500
557000	557000	1	0	0	0	0	500
27000	27000	1	0	0	0	0	500
557500	557500	1	0	0	0	0	500
252500	252500	1	0	0	0	0	500
329000	329000	1	0	0	0	0	500
184500	184500	1	0	0	0	0	500
558000	558000	1	0	0	0	0	500
185000	185000	1	0	0	0	0	500
405000	405000	1	0	0	0	0	500
103000	103000	1	0	0	0	0	500
479500	479500	1	0	0	0	0	500
27500	27500	1	0	0	0	0	500
405500	405500	1	0	0	0	0	500
558500	558500	1	0	0	0	0	500
253000	253000	1	0	0	0	0	500
480000	480000	1	0	0	0	0	500
28000	28000	1	0	0	0	0	500
559000	559000	1	0	0	0	0	500
480500	480500	1	0	0	0	0	500
406000	406000	1	0	0	0	0	500
185500	185500	1	0	0	0	0	500
406500	406500	1	0	0	0	0	500
329500	329500	1	0	0	0	0	500
253500	253500	1	0	0	0	0	500
186000	186000	1	0	0	0	0	500
28500	28500	1	0	0	0	0	500
186500	186500	1	0	0	0	0	500
254000	254000	1	0	0	0	0	500
254500	254500	1	0	0	0	0	500
330000	330000	1	0	0	0	0	500
559500	559500	1	0	0	0	0	500
29000	29000	1	0	0	0	0	500
255000	255000	1	0	0	0	0	500
407000	407000	1	0	0	0	0	500
407500	407500	1	0	0	0	0	500
103500	103500	1	0	0	0	0	500
330500	330500	1	0	0	0	0	500
187000	187000	1	0	0	0	0	500
255500	255500	1	0	0	0	0	500
256000	256000	1	0	0	0	0	500
481000	481000	1	0	0	0	0	500
408000	408000	1	0	0	0	0	500
104000	104000	1	0	0	0	0	500
256500	256500	1	0	0	0	0	500
408500	408500	1	0	0	0	0	500
104500	104500	1	0	0	0	0	500
331000	331000	1	0	0	0	0	500
481500	481500	1	0	0	0	0	500
187500	187500	1	0	0	0	0	500
409000	409000	1	0	0	0	0	500
482000	482000	1	0	0	0	0	500
257000	257000	1	0	0	0	0	500
105000	105000	1	0	0	0	0	500
29500	29500	1	0	0	0	0	500
188000	188000	1	0	0	0	0	500
105500	105500	1	0	0	0	0	500
331500	331500	1	0	0	0	0	500
257500	257500	1	0	0	0	0	500
482500	482500	1	0	0	0	0	500
560000	560000	1	0	0	0	0	500
409500	409500	1	0	0	0	0	500
410000	410000	1	0	0	0	0	500
106000	106000	1	0	0	0	0	500
30000	30000	1	0	0	0	0	500
332000	332000	1	0	0	0	0	500
483000	483000	1	0	0	0	0	500
410500	410500	1	0	0	0	0	500
258000	258000	1	0	0	0	0	500
188500	188500	1	0	0	0	0	500
30500	30500	1	0	0	0	0	500
483500	483500	1	0	0	0	0	500
332500	332500	1	0	0	0	0	500
31000	31000	1	0	0	0	0	500
106500	106500	1	0	0	0	0	500
258500	258500	1	0	0	0	0	500
31500	31500	1	0	0	0	0	500
560500	560500	1	0	0	0	0	500
189000	189000	1	0	0	0	0	500
411000	411000	1	0	0	0	0	500
484000	484000	1	0	0	0	0	500
32000	32000	1	0	0	0	0	500
107000	107000	1	0	0	0	0	500
259000	259000	1	0	0	0	0	500
411500	411500	1	0	0	0	0	500
189500	189500	1	0	0	0	0	500
333000	333000	1	0	0	0	0	500
259500	259500	1	0	0	0	0	500
484500	484500	1	0	0	0	0	500
561000	561000	1	0	0	0	0	500
561500	561500	1	0	0	0	0	500
412000	412000	1	0	0	0	0	500
562000	562000	1	0	0	0	0	500
107500	107500	1	0	0	0	0	500
485000	485000	1	0	0	0	0	500
485500	485500	1	0	0	0	0	500
412500	412500	1	0	0	0	0	500
190000	190000	1	0	0	0	0	500
562500	562500	1	0	0	0	0	500
108000	108000	1	0	0	0	0	500
333500	333500	1	0	0	0	0	500
486000	486000	1	0	0	0	0	500
108500	108500	1	0	0	0	0	500
32500	32500	1	0	0	0	0	500
109000	109000	1	0	0	0	0	500
190500	190500	1	0	0	0	0	500
260000	260000	1	0	0	0	0	500
563000	563000	1	0	0	0	0	500
334000	334000	1	0	0	0	0	500
413000	413000	1	0	0	0	0	500
33000	33000	1	0	0	0	0	500
413500	413500	1	0	0	0	0	500
33500	33500	1	0	0	0	0	500
191000	191000	1	0	0	0	0	500
260500	260500	1	0	0	0	0	500
334500	334500	1	0	0	0	0	500
486500	486500	1	0	0	0	0	500
191500	191500	1	0	0	0	0	500
109500	109500	1	0	0	0	0	500
414000	414000	1	0	0	0	0	500
414500	414500	1	0	0	0	0	500
563500	563500	1	0	0	0	0	500
335000	335000	1	0	0	0	0	500
261000	261000	1	0	0	0	0	500
335500	335500	1	0	0	0	0	500
415000	415000	1	0	0	0	0	500
34000	34000	1	0	0	0	0	500
110000	110000	1	0	0	0	0	500
192000	192000	1	0	0	0	0	500
336000	336000	1	0	0	0	0	500
261500	261500	1	0	0	0	0	500
487000	487000	1	0	0	0	0	500
415500	415500	1	0	0	0	0	500
110500	110500	1	0	0	0	0	500
192500	192500	1	0	0	0	0	500
416000	416000	1	0	0	0	0	500
