id	hhno	day	dow	jttours	phtours	fhtours	hdexpfac
34500	34500	1	0	0	0	0	500
564000	564000	1	0	0	0	0	500
111000	111000	1	0	0	0	0	500
336500	336500	1	0	0	0	0	500
262000	262000	1	0	0	0	0	500
35000	35000	1	0	0	0	0	500
262500	262500	1	0	0	0	0	500
416500	416500	1	0	0	0	0	500
487500	487500	1	0	0	0	0	500
111500	111500	1	0	0	0	0	500
193000	193000	1	0	0	0	0	500
417000	417000	1	0	0	0	0	500
35500	35500	1	0	0	0	0	500
112000	112000	1	0	0	0	0	500
564500	564500	1	0	0	0	0	500
488000	488000	1	0	0	0	0	500
337000	337000	1	0	0	0	0	500
263000	263000	1	0	0	0	0	500
337500	337500	1	0	0	0	0	500
36000	36000	1	0	0	0	0	500
263500	263500	1	0	0	0	0	500
193500	193500	1	0	0	0	0	500
112500	112500	1	0	0	0	0	500
338000	338000	1	0	0	0	0	500
565000	565000	1	0	0	0	0	500
194000	194000	1	0	0	0	0	500
194500	194500	1	0	0	0	0	500
565500	565500	1	0	0	0	0	500
488500	488500	1	0	0	0	0	500
36500	36500	1	0	0	0	0	500
113000	113000	1	0	0	0	0	500
489000	489000	1	0	0	0	0	500
264000	264000	1	0	0	0	0	500
37000	37000	1	0	0	0	0	500
417500	417500	1	0	0	0	0	500
566000	566000	1	0	0	0	0	500
338500	338500	1	0	0	0	0	500
195000	195000	1	0	0	0	0	500
195500	195500	1	0	0	0	0	500
566500	566500	1	0	0	0	0	500
489500	489500	1	0	0	0	0	500
264500	264500	1	0	0	0	0	500
196000	196000	1	0	0	0	0	500
113500	113500	1	0	0	0	0	500
37500	37500	1	0	0	0	0	500
567000	567000	1	0	0	0	0	500
339000	339000	1	0	0	0	0	500
196500	196500	1	0	0	0	0	500
339500	339500	1	0	0	0	0	500
418000	418000	1	0	0	0	0	500
567500	567500	1	0	0	0	0	500
38000	38000	1	0	0	0	0	500
114000	114000	1	0	0	0	0	500
265000	265000	1	0	0	0	0	500
490000	490000	1	0	0	0	0	500
340000	340000	1	0	0	0	0	500
568000	568000	1	0	0	0	0	500
340500	340500	1	0	0	0	0	500
418500	418500	1	0	0	0	0	500
341000	341000	1	0	0	0	0	500
265500	265500	1	0	0	0	0	500
490500	490500	1	0	0	0	0	500
341500	341500	1	0	0	0	0	500
114500	114500	1	0	0	0	0	500
38500	38500	1	0	0	0	0	500
568500	568500	1	0	0	0	0	500
266000	266000	1	0	0	0	0	500
419000	419000	1	0	0	0	0	500
39000	39000	1	0	0	0	0	500
419500	419500	1	0	0	0	0	500
266500	266500	1	0	0	0	0	500
569000	569000	1	0	0	0	0	500
197000	197000	1	0	0	0	0	500
420000	420000	1	0	0	0	0	500
115000	115000	1	0	0	0	0	500
267000	267000	1	0	0	0	0	500
39500	39500	1	0	0	0	0	500
342000	342000	1	0	0	0	0	500
115500	115500	1	0	0	0	0	500
491000	491000	1	0	0	0	0	500
267500	267500	1	0	0	0	0	500
197500	197500	1	0	0	0	0	500
420500	420500	1	0	0	0	0	500
569500	569500	1	0	0	0	0	500
268000	268000	1	0	0	0	0	500
198000	198000	1	0	0	0	0	500
342500	342500	1	0	0	0	0	500
570000	570000	1	0	0	0	0	500
421000	421000	1	0	0	0	0	500
198500	198500	1	0	0	0	0	500
343000	343000	1	0	0	0	0	500
268500	268500	1	0	0	0	0	500
491500	491500	1	0	0	0	0	500
570500	570500	1	0	0	0	0	500
269000	269000	1	0	0	0	0	500
199000	199000	1	0	0	0	0	500
116000	116000	1	0	0	0	0	500
40000	40000	1	0	0	0	0	500
343500	343500	1	0	0	0	0	500
269500	269500	1	0	0	0	0	500
116500	116500	1	0	0	0	0	500
421500	421500	1	0	0	0	0	500
571000	571000	1	0	0	0	0	500
270000	270000	1	0	0	0	0	500
117000	117000	1	0	0	0	0	500
270500	270500	1	0	0	0	0	500
344000	344000	1	0	0	0	0	500
492000	492000	1	0	0	0	0	500
422000	422000	1	0	0	0	0	500
571500	571500	1	0	0	0	0	500
199500	199500	1	0	0	0	0	500
572000	572000	1	0	0	0	0	500
40500	40500	1	0	0	0	0	500
271000	271000	1	0	0	0	0	500
492500	492500	1	0	0	0	0	500
117500	117500	1	0	0	0	0	500
271500	271500	1	0	0	0	0	500
41000	41000	1	0	0	0	0	500
422500	422500	1	0	0	0	0	500
272000	272000	1	0	0	0	0	500
41500	41500	1	0	0	0	0	500
572500	572500	1	0	0	0	0	500
118000	118000	1	0	0	0	0	500
118500	118500	1	0	0	0	0	500
42000	42000	1	0	0	0	0	500
200000	200000	1	0	0	0	0	500
119000	119000	1	0	0	0	0	500
344500	344500	1	0	0	0	0	500
272500	272500	1	0	0	0	0	500
493000	493000	1	0	0	0	0	500
423000	423000	1	0	0	0	0	500
273000	273000	1	0	0	0	0	500
200500	200500	1	0	0	0	0	500
119500	119500	1	0	0	0	0	500
423500	423500	1	0	0	0	0	500
345000	345000	1	0	0	0	0	500
120000	120000	1	0	0	0	0	500
424000	424000	1	0	0	0	0	500
573000	573000	1	0	0	0	0	500
273500	273500	1	0	0	0	0	500
573500	573500	1	0	0	0	0	500
42500	42500	1	0	0	0	0	500
345500	345500	1	0	0	0	0	500
120500	120500	1	0	0	0	0	500
574000	574000	1	0	0	0	0	500
201000	201000	1	0	0	0	0	500
574500	574500	1	0	0	0	0	500
493500	493500	1	0	0	0	0	500
274000	274000	1	0	0	0	0	500
43000	43000	1	0	0	0	0	500
424500	424500	1	0	0	0	0	500
494000	494000	1	0	0	0	0	500
43500	43500	1	0	0	0	0	500
121000	121000	1	0	0	0	0	500
44000	44000	1	0	0	0	0	500
201500	201500	1	0	0	0	0	500
346000	346000	1	0	0	0	0	500
425000	425000	1	0	0	0	0	500
274500	274500	1	0	0	0	0	500
275000	275000	1	0	0	0	0	500
121500	121500	1	0	0	0	0	500
575000	575000	1	0	0	0	0	500
44500	44500	1	0	0	0	0	500
202000	202000	1	0	0	0	0	500
425500	425500	1	0	0	0	0	500
346500	346500	1	0	0	0	0	500
494500	494500	1	0	0	0	0	500
122000	122000	1	0	0	0	0	500
202500	202500	1	0	0	0	0	500
575500	575500	1	0	0	0	0	500
122500	122500	1	0	0	0	0	500
347000	347000	1	0	0	0	0	500
203000	203000	1	0	0	0	0	500
495000	495000	1	0	0	0	0	500
426000	426000	1	0	0	0	0	500
576000	576000	1	0	0	0	0	500
275500	275500	1	0	0	0	0	500
276000	276000	1	0	0	0	0	500
495500	495500	1	0	0	0	0	500
123000	123000	1	0	0	0	0	500
347500	347500	1	0	0	0	0	500
426500	426500	1	0	0	0	0	500
276500	276500	1	0	0	0	0	500
576500	576500	1	0	0	0	0	500
203500	203500	1	0	0	0	0	500
427000	427000	1	0	0	0	0	500
204000	204000	1	0	0	0	0	500
577000	577000	1	0	0	0	0	500
496000	496000	1	0	0	0	0	500
427500	427500	1	0	0	0	0	500
577500	577500	1	0	0	0	0	500
348000	348000	1	0	0	0	0	500
277000	277000	1	0	0	0	0	500
123500	123500	1	0	0	0	0	500
45000	45000	1	0	0	0	0	500
348500	348500	1	0	0	0	0	500
124000	124000	1	0	0	0	0	500
578000	578000	1	0	0	0	0	500
277500	277500	1	0	0	0	0	500
578500	578500	1	0	0	0	0	500
428000	428000	1	0	0	0	0	500
45500	45500	1	0	0	0	0	500
579000	579000	1	0	0	0	0	500
428500	428500	1	0	0	0	0	500
46000	46000	1	0	0	0	0	500
124500	124500	1	0	0	0	0	500
278000	278000	1	0	0	0	0	500
429000	429000	1	0	0	0	0	500
204500	204500	1	0	0	0	0	500
496500	496500	1	0	0	0	0	500
125000	125000	1	0	0	0	0	500
278500	278500	1	0	0	0	0	500
579500	579500	1	0	0	0	0	500
349000	349000	1	0	0	0	0	500
349500	349500	1	0	0	0	0	500
279000	279000	1	0	0	0	0	500
580000	580000	1	0	0	0	0	500
205000	205000	1	0	0	0	0	500
580500	580500	1	0	0	0	0	500
279500	279500	1	0	0	0	0	500
125500	125500	1	0	0	0	0	500
280000	280000	1	0	0	0	0	500
46500	46500	1	0	0	0	0	500
350000	350000	1	0	0	0	0	500
581000	581000	1	0	0	0	0	500
126000	126000	1	0	0	0	0	500
497000	497000	1	0	0	0	0	500
280500	280500	1	0	0	0	0	500
429500	429500	1	0	0	0	0	500
350500	350500	1	0	0	0	0	500
581500	581500	1	0	0	0	0	500
497500	497500	1	0	0	0	0	500
430000	430000	1	0	0	0	0	500
47000	47000	1	0	0	0	0	500
281000	281000	1	0	0	0	0	500
582000	582000	1	0	0	0	0	500
47500	47500	1	0	0	0	0	500
582500	582500	1	0	0	0	0	500
48000	48000	1	0	0	0	0	500
205500	205500	1	0	0	0	0	500
48500	48500	1	0	0	0	0	500
583000	583000	1	0	0	0	0	500
49000	49000	1	0	0	0	0	500
430500	430500	1	0	0	0	0	500
281500	281500	1	0	0	0	0	500
126500	126500	1	0	0	0	0	500
351000	351000	1	0	0	0	0	500
49500	49500	1	0	0	0	0	500
498000	498000	1	0	0	0	0	500
206000	206000	1	0	0	0	0	500
583500	583500	1	0	0	0	0	500
584000	584000	1	0	0	0	0	500
127000	127000	1	0	0	0	0	500
282000	282000	1	0	0	0	0	500
351500	351500	1	0	0	0	0	500
584500	584500	1	0	0	0	0	500
431000	431000	1	0	0	0	0	500
50000	50000	1	0	0	0	0	500
206500	206500	1	0	0	0	0	500
498500	498500	1	0	0	0	0	500
585000	585000	1	0	0	0	0	500
585500	585500	1	0	0	0	0	500
50500	50500	1	0	0	0	0	500
207000	207000	1	0	0	0	0	500
282500	282500	1	0	0	0	0	500
207500	207500	1	0	0	0	0	500
127500	127500	1	0	0	0	0	500
586000	586000	1	0	0	0	0	500
499000	499000	1	0	0	0	0	500
51000	51000	1	0	0	0	0	500
586500	586500	1	0	0	0	0	500
208000	208000	1	0	0	0	0	500
128000	128000	1	0	0	0	0	500
128500	128500	1	0	0	0	0	500
431500	431500	1	0	0	0	0	500
283000	283000	1	0	0	0	0	500
587000	587000	1	0	0	0	0	500
129000	129000	1	0	0	0	0	500
587500	587500	1	0	0	0	0	500
129500	129500	1	0	0	0	0	500
499500	499500	1	0	0	0	0	500
588000	588000	1	0	0	0	0	500
500000	500000	1	0	0	0	0	500
130000	130000	1	0	0	0	0	500
432000	432000	1	0	0	0	0	500
208500	208500	1	0	0	0	0	500
588500	588500	1	0	0	0	0	500
283500	283500	1	0	0	0	0	500
589000	589000	1	0	0	0	0	500
284000	284000	1	0	0	0	0	500
432500	432500	1	0	0	0	0	500
130500	130500	1	0	0	0	0	500
589500	589500	1	0	0	0	0	500
51500	51500	1	0	0	0	0	500
500500	500500	1	0	0	0	0	500
52000	52000	1	0	0	0	0	500
209000	209000	1	0	0	0	0	500
284500	284500	1	0	0	0	0	500
52500	52500	1	0	0	0	0	500
590000	590000	1	0	0	0	0	500
590500	590500	1	0	0	0	0	500
501000	501000	1	0	0	0	0	500
209500	209500	1	0	0	0	0	500
131000	131000	1	0	0	0	0	500
501500	501500	1	0	0	0	0	500
131500	131500	1	0	0	0	0	500
53000	53000	1	0	0	0	0	500
591000	591000	1	0	0	0	0	500
285000	285000	1	0	0	0	0	500
433000	433000	1	0	0	0	0	500
210000	210000	1	0	0	0	0	500
285500	285500	1	0	0	0	0	500
210500	210500	1	0	0	0	0	500
132000	132000	1	0	0	0	0	500
591500	591500	1	0	0	0	0	500
286000	286000	1	0	0	0	0	500
502000	502000	1	0	0	0	0	500
592000	592000	1	0	0	0	0	500
352000	352000	1	0	0	0	0	500
592500	592500	1	0	0	0	0	500
53500	53500	1	0	0	0	0	500
593000	593000	1	0	0	0	0	500
433500	433500	1	0	0	0	0	500
286500	286500	1	0	0	0	0	500
434000	434000	1	0	0	0	0	500
593500	593500	1	0	0	0	0	500
132500	132500	1	0	0	0	0	500
352500	352500	1	0	0	0	0	500
211000	211000	1	0	0	0	0	500
594000	594000	1	0	0	0	0	500
502500	502500	1	0	0	0	0	500
287000	287000	1	0	0	0	0	500
594500	594500	1	0	0	0	0	500
595000	595000	1	0	0	0	0	500
133000	133000	1	0	0	0	0	500
595500	595500	1	0	0	0	0	500
54000	54000	1	0	0	0	0	500
434500	434500	1	0	0	0	0	500
287500	287500	1	0	0	0	0	500
211500	211500	1	0	0	0	0	500
133500	133500	1	0	0	0	0	500
212000	212000	1	0	0	0	0	500
596000	596000	1	0	0	0	0	500
503000	503000	1	0	0	0	0	500
54500	54500	1	0	0	0	0	500
353000	353000	1	0	0	0	0	500
435000	435000	1	0	0	0	0	500
288000	288000	1	0	0	0	0	500
134000	134000	1	0	0	0	0	500
596500	596500	1	0	0	0	0	500
503500	503500	1	0	0	0	0	500
353500	353500	1	0	0	0	0	500
597000	597000	1	0	0	0	0	500
212500	212500	1	0	0	0	0	500
354000	354000	1	0	0	0	0	500
435500	435500	1	0	0	0	0	500
134500	134500	1	0	0	0	0	500
213000	213000	1	0	0	0	0	500
55000	55000	1	0	0	0	0	500
597500	597500	1	0	0	0	0	500
135000	135000	1	0	0	0	0	500
213500	213500	1	0	0	0	0	500
214000	214000	1	0	0	0	0	500
214500	214500	1	0	0	0	0	500
288500	288500	1	0	0	0	0	500
289000	289000	1	0	0	0	0	500
135500	135500	1	0	0	0	0	500
354500	354500	1	0	0	0	0	500
598000	598000	1	0	0	0	0	500
504000	504000	1	0	0	0	0	500
436000	436000	1	0	0	0	0	500
436500	436500	1	0	0	0	0	500
215000	215000	1	0	0	0	0	500
598500	598500	1	0	0	0	0	500
55500	55500	1	0	0	0	0	500
599000	599000	1	0	0	0	0	500
437000	437000	1	0	0	0	0	500
355000	355000	1	0	0	0	0	500
289500	289500	1	0	0	0	0	500
599500	599500	1	0	0	0	0	500
56000	56000	1	0	0	0	0	500
504500	504500	1	0	0	0	0	500
600000	600000	1	0	0	0	0	500
136000	136000	1	0	0	0	0	500
437500	437500	1	0	0	0	0	500
290000	290000	1	0	0	0	0	500
355500	355500	1	0	0	0	0	500
215500	215500	1	0	0	0	0	500
600500	600500	1	0	0	0	0	500
438000	438000	1	0	0	0	0	500
505000	505000	1	0	0	0	0	500
216000	216000	1	0	0	0	0	500
290500	290500	1	0	0	0	0	500
136500	136500	1	0	0	0	0	500
216500	216500	1	0	0	0	0	500
356000	356000	1	0	0	0	0	500
505500	505500	1	0	0	0	0	500
56500	56500	1	0	0	0	0	500
506000	506000	1	0	0	0	0	500
438500	438500	1	0	0	0	0	500
356500	356500	1	0	0	0	0	500
357000	357000	1	0	0	0	0	500
137000	137000	1	0	0	0	0	500
57000	57000	1	0	0	0	0	500
291000	291000	1	0	0	0	0	500
357500	357500	1	0	0	0	0	500
506500	506500	1	0	0	0	0	500
217000	217000	1	0	0	0	0	500
439000	439000	1	0	0	0	0	500
57500	57500	1	0	0	0	0	500
137500	137500	1	0	0	0	0	500
507000	507000	1	0	0	0	0	500
358000	358000	1	0	0	0	0	500
358500	358500	1	0	0	0	0	500
507500	507500	1	0	0	0	0	500
138000	138000	1	0	0	0	0	500
58000	58000	1	0	0	0	0	500
138500	138500	1	0	0	0	0	500
291500	291500	1	0	0	0	0	500
139000	139000	1	0	0	0	0	500
439500	439500	1	0	0	0	0	500
58500	58500	1	0	0	0	0	500
508000	508000	1	0	0	0	0	500
292000	292000	1	0	0	0	0	500
217500	217500	1	0	0	0	0	500
359000	359000	1	0	0	0	0	500
292500	292500	1	0	0	0	0	500
440000	440000	1	0	0	0	0	500
218000	218000	1	0	0	0	0	500
359500	359500	1	0	0	0	0	500
360000	360000	1	0	0	0	0	500
59000	59000	1	0	0	0	0	500
508500	508500	1	0	0	0	0	500
293000	293000	1	0	0	0	0	500
139500	139500	1	0	0	0	0	500
293500	293500	1	0	0	0	0	500
360500	360500	1	0	0	0	0	500
440500	440500	1	0	0	0	0	500
509000	509000	1	0	0	0	0	500
294000	294000	1	0	0	0	0	500
509500	509500	1	0	0	0	0	500
59500	59500	1	0	0	0	0	500
441000	441000	1	0	0	0	0	500
140000	140000	1	0	0	0	0	500
60000	60000	1	0	0	0	0	500
218500	218500	1	0	0	0	0	500
361000	361000	1	0	0	0	0	500
441500	441500	1	0	0	0	0	500
140500	140500	1	0	0	0	0	500
361500	361500	1	0	0	0	0	500
60500	60500	1	0	0	0	0	500
442000	442000	1	0	0	0	0	500
219000	219000	1	0	0	0	0	500
294500	294500	1	0	0	0	0	500
510000	510000	1	0	0	0	0	500
61000	61000	1	0	0	0	0	500
442500	442500	1	0	0	0	0	500
141000	141000	1	0	0	0	0	500
362000	362000	1	0	0	0	0	500
61500	61500	1	0	0	0	0	500
219500	219500	1	0	0	0	0	500
141500	141500	1	0	0	0	0	500
295000	295000	1	0	0	0	0	500
443000	443000	1	0	0	0	0	500
142000	142000	1	0	0	0	0	500
510500	510500	1	0	0	0	0	500
220000	220000	1	0	0	0	0	500
62000	62000	1	0	0	0	0	500
362500	362500	1	0	0	0	0	500
220500	220500	1	0	0	0	0	500
511000	511000	1	0	0	0	0	500
363000	363000	1	0	0	0	0	500
363500	363500	1	0	0	0	0	500
443500	443500	1	0	0	0	0	500
295500	295500	1	0	0	0	0	500
142500	142500	1	0	0	0	0	500
221000	221000	1	0	0	0	0	500
364000	364000	1	0	0	0	0	500
511500	511500	1	0	0	0	0	500
444000	444000	1	0	0	0	0	500
143000	143000	1	0	0	0	0	500
296000	296000	1	0	0	0	0	500
512000	512000	1	0	0	0	0	500
143500	143500	1	0	0	0	0	500
296500	296500	1	0	0	0	0	500
144000	144000	1	0	0	0	0	500
364500	364500	1	0	0	0	0	500
62500	62500	1	0	0	0	0	500
63000	63000	1	0	0	0	0	500
444500	444500	1	0	0	0	0	500
144500	144500	1	0	0	0	0	500
445000	445000	1	0	0	0	0	500
221500	221500	1	0	0	0	0	500
145000	145000	1	0	0	0	0	500
512500	512500	1	0	0	0	0	500
222000	222000	1	0	0	0	0	500
297000	297000	1	0	0	0	0	500
365000	365000	1	0	0	0	0	500
513000	513000	1	0	0	0	0	500
445500	445500	1	0	0	0	0	500
145500	145500	1	0	0	0	0	500
297500	297500	1	0	0	0	0	500
513500	513500	1	0	0	0	0	500
446000	446000	1	0	0	0	0	500
63500	63500	1	0	0	0	0	500
64000	64000	1	0	0	0	0	500
222500	222500	1	0	0	0	0	500
298000	298000	1	0	0	0	0	500
146000	146000	1	0	0	0	0	500
514000	514000	1	0	0	0	0	500
146500	146500	1	0	0	0	0	500
446500	446500	1	0	0	0	0	500
365500	365500	1	0	0	0	0	500
223000	223000	1	0	0	0	0	500
147000	147000	1	0	0	0	0	500
64500	64500	1	0	0	0	0	500
65000	65000	1	0	0	0	0	500
366000	366000	1	0	0	0	0	500
298500	298500	1	0	0	0	0	500
447000	447000	1	0	0	0	0	500
65500	65500	1	0	0	0	0	500
514500	514500	1	0	0	0	0	500
223500	223500	1	0	0	0	0	500
147500	147500	1	0	0	0	0	500
447500	447500	1	0	0	0	0	500
515000	515000	1	0	0	0	0	500
366500	366500	1	0	0	0	0	500
66000	66000	1	0	0	0	0	500
66500	66500	1	0	0	0	0	500
224000	224000	1	0	0	0	0	500
299000	299000	1	0	0	0	0	500
367000	367000	1	0	0	0	0	500
448000	448000	1	0	0	0	0	500
224500	224500	1	0	0	0	0	500
515500	515500	1	0	0	0	0	500
516000	516000	1	0	0	0	0	500
448500	448500	1	0	0	0	0	500
225000	225000	1	0	0	0	0	500
148000	148000	1	0	0	0	0	500
67000	67000	1	0	0	0	0	500
148500	148500	1	0	0	0	0	500
367500	367500	1	0	0	0	0	500
299500	299500	1	0	0	0	0	500
449000	449000	1	0	0	0	0	500
449500	449500	1	0	0	0	0	500
149000	149000	1	0	0	0	0	500
450000	450000	1	0	0	0	0	500
67500	67500	1	0	0	0	0	500
516500	516500	1	0	0	0	0	500
149500	149500	1	0	0	0	0	500
300000	300000	1	0	0	0	0	500
368000	368000	1	0	0	0	0	500
150000	150000	1	0	0	0	0	500
368500	368500	1	0	0	0	0	500
517000	517000	1	0	0	0	0	500
68000	68000	1	0	0	0	0	500
68500	68500	1	0	0	0	0	500
369000	369000	1	0	0	0	0	500
369500	369500	1	0	0	0	0	500
517500	517500	1	0	0	0	0	500
69000	69000	1	0	0	0	0	500
370000	370000	1	0	0	0	0	500
518000	518000	1	0	0	0	0	500
370500	370500	1	0	0	0	0	500
371000	371000	1	0	0	0	0	500
518500	518500	1	0	0	0	0	500
519000	519000	1	0	0	0	0	500
519500	519500	1	0	0	0	0	500
371500	371500	1	0	0	0	0	500
372000	372000	1	0	0	0	0	500
69500	69500	1	0	0	0	0	500
372500	372500	1	0	0	0	0	500
520000	520000	1	0	0	0	0	500
70000	70000	1	0	0	0	0	500
70500	70500	1	0	0	0	0	500
373000	373000	1	0	0	0	0	500
520500	520500	1	0	0	0	0	500
71000	71000	1	0	0	0	0	500
71500	71500	1	0	0	0	0	500
373500	373500	1	0	0	0	0	500
521000	521000	1	0	0	0	0	500
374000	374000	1	0	0	0	0	500
72000	72000	1	0	0	0	0	500
374500	374500	1	0	0	0	0	500
72500	72500	1	0	0	0	0	500
375000	375000	1	0	0	0	0	500
521500	521500	1	0	0	0	0	500
73000	73000	1	0	0	0	0	500
73500	73500	1	0	0	0	0	500
522000	522000	1	0	0	0	0	500
522500	522500	1	0	0	0	0	500
523000	523000	1	0	0	0	0	500
523500	523500	1	0	0	0	0	500
74000	74000	1	0	0	0	0	500
524000	524000	1	0	0	0	0	500
524500	524500	1	0	0	0	0	500
74500	74500	1	0	0	0	0	500
525000	525000	1	0	0	0	0	500
525500	525500	1	0	0	0	0	500
75000	75000	1	0	0	0	0	500
